LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Absolute
Operator	Yicheng
Date	2026/06/16
Time	10:11:30.0048435999989560052
***End_of_Header***	
	
Channels	6						
Samples	100	100	100	100	100	100	
Date	2026/06/16	2026/06/16	2026/06/16	2026/06/16	2026/06/16	2026/06/16	
Time	10:11:30.004843599999485105	10:11:30.004843599999485105	10:11:30.004843599999485105	10:11:30.0048435999989560052	10:11:30.0048435999989560052	10:11:30.0048435999989560052	
Y_Unit_Label	Volts	Volts	Volts				
X_Dimension	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	
***End_of_Header***							
X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2	Comment
0.000000	0.010750	-0.011265	-0.034437	0.000469	0.000701	0.001215
0.010000	-0.013234	-0.009077	-0.045016	0.000400	-0.000285	-0.000155
0.020000	-0.021989	-0.010353	0.010522	0.000888	0.000368	0.001310
0.030000	-0.023995	0.020927	0.036786	0.000644	0.000379	0.001129
0.040000	0.021146	0.000499	-0.022764	0.000634	0.000123	-0.000464
0.050000	0.006737	-0.006888	0.009063	0.000407	0.000256	-0.000624
0.060000	-0.028555	0.006518	-0.003066	6.261034E-5	6.846034E-5	0.000641
0.070000	-0.010954	-0.000869	0.001585	0.000192	0.000267	0.000927
0.080000	0.012939	-0.014457	0.008607	-7.081489E-5	0.000333	-0.000727
0.090000	-0.035668	0.000408	0.003500	0.000428	8.554959E-5	0.001261
0.100000	-0.013690	-0.016281	-0.012459	0.000333	0.000437	0.001380
0.110000	-0.009769	0.008250	-0.012094	0.000682	-0.000201	0.001011
0.120000	0.019505	-0.016099	0.008242	0.000792	0.000360	0.000557
0.130000	-0.004388	0.013084	0.023654	0.000402	-1.055884E-5	0.000296
0.140000	-0.012687	0.009983	0.004594	0.000621	0.000356	7.133070E-5
0.150000	0.001904	-0.002146	0.024384	0.000233	0.000158	-0.000139
0.160000	0.003637	-0.023941	-0.020119	0.000281	-4.187717E-5	0.000452
0.170000	-0.014967	-0.016463	-0.005255	0.000206	0.000430	-0.000501
0.180000	0.004093	0.016093	-0.009541	6.601558E-5	-0.000277	0.000326
0.190000	0.011206	-0.021388	-0.020940	0.000455	0.000566	0.001800
0.200000	0.000171	-0.018287	0.003865	0.000188	0.000285	0.000480
0.210000	0.003819	-0.028501	-0.024041	0.000642	9.241263E-6	0.000480
0.220000	0.018137	-0.013910	0.023016	0.000505	0.000378	0.001096
0.230000	-0.020621	0.027857	0.014352	0.000414	-0.000116	0.000871
0.240000	-0.030379	-0.075649	-0.008264	0.000623	5.187593E-5	-0.000208
0.250000	-0.006030	-0.014731	-0.013189	0.000141	0.000330	-0.000626
0.260000	-0.045426	0.011716	0.003044	0.000461	-0.000114	0.000381
0.270000	-0.013690	0.011442	-0.018204	0.000178	0.000369	-3.949690E-5
0.280000	0.003272	0.002688	0.033686	0.000197	-0.000117	0.000422
0.290000	-0.006303	-0.022209	-0.013736	0.000374	0.000388	0.000833
0.300000	-0.003568	-0.004061	-0.010453	0.000244	-9.161721E-5	0.000735
0.310000	0.006920	0.000499	-0.008720	0.000775	0.000567	0.001327
0.320000	0.012848	-0.027863	-0.013371	0.000473	8.314947E-5	0.000505
0.330000	0.039750	0.002232	0.014352	0.000663	8.153339E-7	0.000523
0.340000	-0.010225	-0.016463	-0.001972	0.000479	0.000341	-0.000365
0.350000	-0.008310	0.008706	-0.005619	0.000184	-0.000241	0.000320
0.360000	0.020417	-0.021753	-0.017840	0.000248	0.000361	-0.000145
0.370000	0.005370	-0.008256	-0.011730	-5.538300E-5	0.000166	-0.000663
0.380000	0.015675	0.027857	0.014626	0.000441	6.504066E-5	0.001098
0.390000	-0.005756	-0.025765	-0.002154	1.675373E-5	0.000416	0.001197
0.400000	-0.021898	-0.016463	0.000308	0.000403	-0.000400	0.001036
0.410000	0.010659	-4.833341E-5	-0.009997	0.000602	0.000599	0.000196
0.420000	-0.024178	-0.009533	-0.014465	0.000227	0.000141	0.000587
0.430000	0.026892	0.017826	-0.005437	0.000728	0.000283	0.001263
0.440000	-0.044697	-0.008621	-0.017657	0.000456	0.000517	-0.001046
0.450000	0.016951	-0.011721	-5.654097E-5	0.000439	-0.000587	0.000207
0.460000	0.022970	-0.019564	0.014079	0.000112	0.000172	0.000503
0.470000	0.027348	0.035335	-0.011912	0.000408	-7.240850E-5	-0.000201
0.480000	0.037197	0.013084	0.019459	0.000443	0.000539	6.767614E-5
0.490000	-0.006668	-0.017375	0.002953	2.656437E-5	0.000381	0.001511
0.500000	0.002543	-0.007891	0.020827	0.000604	-0.000163	0.001507
0.510000	0.014671	0.003052	-0.013645	0.000456	0.000302	-0.000294
0.520000	-0.032659	-0.005611	-0.005255	0.000364	-5.043334E-5	-5.953170E-6
0.530000	-0.016152	0.025304	0.020462	0.000538	0.000498	0.001369
0.540000	-0.043785	-0.013454	-0.006987	0.000464	0.000285	0.000212
0.550000	-0.008036	0.016093	0.019550	0.000725	-0.000394	-0.000322
0.560000	-0.006577	-0.002693	-0.009541	0.000164	8.026350E-5	-0.000592
0.570000	-0.024907	-0.002146	-0.013462	0.000123	-0.000414	0.000803
0.580000	-0.001470	0.023571	0.019094	0.000248	0.000738	0.000627
0.590000	0.029536	-0.000504	-0.020667	-4.871719E-5	0.000299	0.000700
0.600000	-0.022719	-0.002967	0.010887	0.000217	0.000153	0.000164
0.610000	-0.022810	0.008342	-0.017566	0.000320	0.000194	0.001649
0.620000	-0.003659	0.002232	0.030494	0.000954	0.000310	0.000837
0.630000	0.027986	0.026125	0.005598	0.000238	-0.000298	0.001336
0.640000	-0.031017	-0.003514	0.012528	0.000449	0.000916	-0.000577
0.650000	-0.006668	0.005788	0.014899	0.000800	-0.000477	-0.000994
0.660000	-0.030014	0.021383	-0.005072	-0.000294	0.000279	0.001825
0.670000	-0.017885	-0.013454	-0.007808	0.000332	0.000154	-0.002106
0.680000	0.005643	-0.002784	0.013896	0.000130	-0.000165	0.001558
0.690000	-0.036763	-0.019564	-0.002792	-0.000104	0.000484	0.001515
0.700000	-0.003568	0.012172	0.002679	0.000674	0.000159	0.000722
0.710000	-0.003659	-0.016646	-0.014192	0.000205	0.000250	-1.429708E-5
0.720000	-0.005939	-0.028957	-0.004160	0.001191	0.001244	0.002356
0.730000	-0.011502	0.036156	0.011708	-0.000124	-0.000932	0.001136
0.740000	-0.016335	-0.006888	-0.003431	0.001041	0.001122	-0.000393
0.750000	-0.029285	4.286170E-5	-0.023767	0.000467	-0.000121	-0.001800
0.760000	0.025797	0.018738	0.015538	-0.000466	5.426312E-5	0.000225
0.770000	-0.014967	-0.034976	-0.002245	0.000692	0.000894	0.001130
0.780000	0.002816	0.030046	0.020280	9.838442E-5	-0.000913	4.799518E-5
0.790000	-0.004480	-0.017375	0.013805	0.000385	-4.513214E-5	0.002679
0.800000	-0.026184	0.013175	0.012437	0.000628	-0.000142	-0.002226
0.810000	-0.004662	-0.010353	-0.020575	0.000723	0.000468	0.002008
0.820000	-0.008401	-0.003970	-0.035623	0.000341	0.001193	0.002683
0.830000	-0.029285	-0.015643	0.027849	0.000575	-0.000418	-0.000701
0.840000	0.004731	-0.012542	-0.007352	0.000701	0.000557	-0.001448
0.850000	0.002178	-0.006250	0.009428	0.000171	-0.000461	-0.000124
0.860000	0.019961	-0.000322	0.008972	0.000158	0.000312	0.001854
0.870000	-0.000467	-0.013272	-0.018934	0.000431	0.000979	-0.000295
0.880000	0.021238	0.032235	-0.014830	0.000271	-0.000614	0.000335
0.890000	-0.022719	-0.030234	-0.002063	0.000560	2.820086E-5	0.001074
0.900000	-0.007580	-0.007344	-0.002884	0.000517	-9.751326E-5	0.000888
0.910000	-0.000923	-0.019564	0.003318	0.000410	0.000433	0.000503
0.920000	-0.025363	-0.020020	-0.004799	0.000676	0.001162	0.001328
0.930000	-0.005574	0.032691	0.007330	0.000341	-9.755548E-5	0.000101
0.940000	0.006373	-0.000322	-0.021487	0.000821	0.000671	-0.000579
0.950000	-0.005756	-0.037530	0.022925	8.910327E-5	-0.000629	0.000170
0.960000	-0.008766	0.004876	-0.001698	0.000343	0.000241	0.001043
0.970000	0.022788	-0.003423	-0.034802	0.000386	0.000962	2.806486E-5
0.980000	0.011753	0.016640	0.015173	0.000371	-0.000337	-0.000328
0.990000	0.010294	-0.017375	-0.020028	0.000722	0.000730	0.001184
1.000000	-0.001744	0.016184	-0.000330	0.000111	-0.000213	0.000313
1.010000	-0.003203	-0.014366	0.009154	0.000561	0.000326	0.001576
1.020000	-0.031017	-0.029140	-0.000239	0.000274	0.000206	0.001102
1.030000	0.018684	0.010895	0.019368	0.000662	0.000676	7.815465E-5
1.040000	-0.020074	-0.040265	-0.029877	0.000663	0.000368	-0.000397
1.050000	0.021876	-0.016099	0.009063	0.000282	-4.079748E-5	0.000922
1.060000	-0.031747	-0.034976	-0.001698	0.000432	0.000492	0.000863
1.070000	0.025250	-0.018652	-0.008720	0.000298	-0.000227	-0.000644
1.080000	0.007011	0.001411	0.011799	0.000649	0.000554	0.000232
1.090000	-0.039225	0.001684	-0.021579	0.000268	0.000579	0.000433
1.100000	0.001448	0.015637	0.006783	0.000438	-0.000244	0.001176
1.110000	-0.003659	0.004785	0.017818	0.000463	0.000403	0.001697
1.120000	-0.049256	-0.040357	-0.016107	0.000218	-0.000272	0.000506
1.130000	-0.028555	-0.009989	0.009519	0.000676	0.000226	-0.000247
1.140000	-0.016608	-0.001234	0.005050	0.000340	0.000700	0.000470
1.150000	-0.008310	-0.016919	0.003500	0.000326	0.000161	0.001297
1.160000	0.019505	-0.009077	-0.022308	0.000419	0.000367	-0.000372
1.170000	-0.033388	-0.020020	-0.013280	0.000360	-9.768331E-5	-0.000750
1.180000	-0.027005	-0.005611	0.019094	0.000508	0.000297	0.001169
1.190000	0.012209	-0.056316	-0.012277	8.416049E-5	0.000588	0.000707
1.200000	-0.005391	-0.011265	-0.015104	0.000400	0.000212	0.000872
1.210000	-0.029558	0.006518	-0.043192	0.000240	0.000245	0.001220
1.220000	-0.022719	-0.019199	0.006418	0.000452	-0.000421	0.000593
1.230000	-0.015788	0.000499	0.033686	0.000693	0.000287	0.000171
1.240000	-0.018432	-0.017831	-0.029969	0.000300	0.000325	0.000416
1.250000	-0.011137	-0.034155	-0.001333	0.000519	0.000412	0.000703
1.260000	-0.022263	-0.003879	0.006054	0.000325	0.000257	-0.000431
1.270000	-0.003203	-0.038989	-0.009997	0.000491	-0.000136	-4.877789E-5
1.280000	0.037561	0.018008	0.015082	0.000335	0.000432	0.000562
1.290000	0.026071	-0.010809	-0.028965	9.365135E-5	0.000132	0.000671
1.300000	-0.005847	0.015637	0.011160	0.000502	0.000420	0.001291
1.310000	-0.039316	-0.019199	-0.004160	0.000191	0.000322	0.000524
1.320000	-0.015788	-0.035067	-0.034437	0.000675	-0.000215	0.000379
1.330000	-0.010225	-0.002967	0.011160	0.000551	0.000351	0.000415
1.340000	0.005643	-0.001781	-0.008264	0.000367	7.020560E-5	0.000620
1.350000	-0.006668	0.002232	-0.003887	0.000607	0.000221	0.000501
1.360000	0.029080	-0.006888	-0.025500	0.000213	0.000279	-0.000699
1.370000	-0.031017	-0.020020	0.018456	0.000503	2.698363E-5	0.000152
1.380000	-0.024542	0.017461	0.019550	0.000147	0.000357	0.000432
1.390000	-0.014146	-0.002511	-0.017110	0.000271	9.695127E-5	0.000737
1.400000	0.001722	0.000408	0.023654	0.000420	0.000273	0.000784
1.410000	0.004640	-0.036253	-0.011000	0.000271	0.000191	0.000258
1.420000	-0.001744	-0.019199	-0.025591	0.000681	0.000172	0.000819
1.430000	0.009838	0.024848	0.020189	0.000331	0.000253	0.000709
1.440000	-0.007033	-0.039718	-0.008811	0.000554	-0.000107	0.000746
1.450000	0.012939	0.003599	-0.009541	0.000398	0.000192	5.568615E-5
1.460000	-0.001744	0.007338	-0.018113	0.000210	9.975213E-5	-0.000345
1.470000	-0.000285	0.004420	-0.022217	0.000429	0.000369	0.000377
1.480000	0.004275	0.031414	0.009154	-4.651380E-5	0.000468	0.000154
1.490000	-0.034847	-4.833341E-5	-0.019846	0.000453	1.099881E-5	0.000971
1.500000	0.007285	-0.018835	0.007421	0.000291	0.000327	0.000632
1.510000	0.012483	-0.012542	-0.013462	0.000482	7.811183E-5	0.000504
1.520000	-0.015788	-0.012542	-0.017475	0.000604	0.000348	0.000945
1.530000	0.004731	0.017461	0.017818	0.000217	0.000299	0.000870
1.540000	-0.011410	0.006974	-0.014739	0.000501	-8.661467E-5	0.000691
1.550000	0.026071	0.009983	0.004686	0.000299	0.000138	-0.000613
1.560000	-0.025454	0.010439	0.022013	0.000398	-3.202369E-6	-0.000132
1.570000	0.009017	-0.009989	-0.006349	0.000267	0.000340	0.000603
1.580000	-0.007854	0.001320	0.031588	0.000127	0.000359	0.000427
1.590000	0.008653	-0.016099	-0.028965	0.000578	8.506850E-5	0.000891
1.600000	-0.024907	-0.006067	-0.020575	0.000205	0.000265	0.000466
1.610000	-0.012778	0.012628	-0.003066	0.000618	0.000145	0.000976
1.620000	-0.002473	-0.021570	-0.031519	0.000353	0.000494	0.001028
1.630000	0.012300	0.005332	0.019459	0.000304	0.000204	0.000719
1.640000	0.012027	-0.007435	0.020189	0.000519	0.000241	0.000366
